INCIDENT_KEY,OCCUR_DATE,OCCUR_TIME,BORO,LOC_OF_OCCUR_DESC,PRECINCT,JURISDICTION_CODE,LOC_CLASSFCTN_DESC,VIC_AGE_GROUP,VIC_SEX,VIC_RACE,Latitude,Longitude
311757222,08/23/2025,19:27:00,BRONX,OUTSIDE,47,0,PLAYGROUND,<18,F,BLACK,40.87413587,-73.84086067
309107259,07/05/2025,00:17:00,BROOKLYN,OUTSIDE,73,0,STREET,25-44,M,BLACK,40.659695,-73.906732
309175595,07/06/2025,15:30:00,BRONX,OUTSIDE,42,0,STREET,18-24,M,WHITE HISPANIC,40.840013,-73.898651
312957372,09/15/2025,17:32:00,MANHATTAN,OUTSIDE,25,0,STREET,<18,M,BLACK,40.80169,-73.934282
302818233,03/14/2025,14:29:00,BRONX,OUTSIDE,40,0,STREET,25-44,M,BLACK HISPANIC,40.813951,-73.915531
301565779,02/23/2025,23:41:00,BRONX,INSIDE,43,0,DWELLING,45-64,F,WHITE HISPANIC,40.840191,-73.85397
311327863,08/17/2025,03:27:00,BROOKLYN,OUTSIDE,71,0,COMMERCIAL,45-64,M,BLACK,40.66759,-73.959087
305412877,04/27/2025,07:11:00,QUEENS,OUTSIDE,109,0,STREET,25-44,M,BLACK,40.764795,-73.811476
309456641,07/11/2025,01:00:00,BROOKLYN,INSIDE,75,0,COMMERCIAL,45-64,M,BLACK,40.654826,-73.887815
313259953,09/21/2025,04:46:00,BROOKLYN,OUTSIDE,90,0,STREET,18-24,M,BLACK HISPANIC,40.706761,-73.949302
309293633,07/08/2025,13:25:00,BROOKLYN,OUTSIDE,67,0,STREET,<18,M,BLACK,40.655957,-73.917241
308965098,07/02/2025,02:50:00,MANHATTAN,OUTSIDE,32,0,STREET,25-44,M,BLACK,40.808017,-73.952753
306906891,05/23/2025,02:16:00,BROOKLYN,OUTSIDE,75,0,STREET,25-44,M,BLACK,40.684037,-73.874337
301923239,03/01/2025,03:20:00,MANHATTAN,OUTSIDE,9,0,COMMERCIAL,25-44,M,WHITE HISPANIC,40.724951,-73.993251
301184410,02/16/2025,14:55:00,QUEENS,INSIDE,114,0,COMMERCIAL,<18,M,BLACK HISPANIC,40.752444,-73.939488
309874797,07/19/2025,23:45:00,MANHATTAN,OUTSIDE,33,0,PLAYGROUND,25-44,M,BLACK,40.85176561,-73.94190484
306613733,05/18/2025,03:54:00,QUEENS,OUTSIDE,110,0,STREET,18-24,M,BLACK,40.739229,-73.884526
298950447,01/05/2025,21:25:00,BROOKLYN,OUTSIDE,75,0,COMMERCIAL,<18,M,BLACK,40.672585,-73.873262
305163494,04/22/2025,22:27:00,MANHATTAN,OUTSIDE,28,0,STREET,18-24,M,BLACK,40.800413,-73.950866
302206261,03/06/2025,22:56:00,BROOKLYN,OUTSIDE,73,0,STREET,25-44,M,BLACK,0.0,0.0
305252462,04/23/2025,16:54:00,BRONX,OUTSIDE,50,0,STREET,25-44,F,WHITE HISPANIC,40.868709,-73.900738
305446969,04/27/2025,16:45:00,BROOKLYN,OUTSIDE,60,0,STREET,18-24,M,BLACK,40.57310209,-74.00142184
312382744,09/04/2025,20:38:00,BROOKLYN,OUTSIDE,77,0,STREET,25-44,M,BLACK,40.676828,-73.93454
310357834,07/28/2025,18:28:00,MANHATTAN,INSIDE,18,0,COMMERCIAL,25-44,M,ASIAN / PACIFIC ISLANDER,40.758128,-73.973298
312202110,09/01/2025,19:34:00,BRONX,OUTSIDE,49,0,STREET,18-24,M,BLACK,40.865427,-73.867866
305252462,04/23/2025,16:54:00,BRONX,OUTSIDE,50,0,STREET,25-44,M,WHITE,40.868709,-73.900738
300999026,02/12/2025,06:13:00,BRONX,OUTSIDE,43,0,,18-24,M,BLACK HISPANIC,40.83515,-73.869013
299257997,01/11/2025,03:55:00,QUEENS,OUTSIDE,114,0,STREET,25-44,M,BLACK,40.771977,-73.90714
311949658,08/26/2025,15:30:00,BRONX,OUTSIDE,48,0,STREET,25-44,M,BLACK,40.852399,-73.889217
306214613,05/10/2025,20:33:00,BRONX,OUTSIDE,40,0,STREET,25-44,F,WHITE HISPANIC,40.808777,-73.923131
306234142,05/11/2025,15:02:00,BROOKLYN,OUTSIDE,73,0,STREET,25-44,M,BLACK,40.660532,-73.917158
310613387,08/02/2025,02:30:00,BRONX,OUTSIDE,45,2,HOUSING,18-24,M,WHITE HISPANIC,40.818856,-73.822849
300052774,01/25/2025,12:42:00,BRONX,OUTSIDE,46,0,STREET,25-44,M,BLACK,40.847276,-73.910442
303829750,03/28/2025,23:50:00,MANHATTAN,OUTSIDE,32,2,HOUSING,25-44,M,BLACK,40.820614,-73.94355
311756929,08/23/2025,17:26:00,BRONX,OUTSIDE,47,0,STREET,18-24,M,BLACK,40.878261,-73.865964
308800538,06/29/2025,02:43:00,BRONX,OUTSIDE,43,0,STREET,18-24,M,WHITE HISPANIC,40.82904948,-73.87252839
304800342,04/15/2025,22:50:00,BRONX,OUTSIDE,48,0,STREET,25-44,M,WHITE HISPANIC,40.846007,-73.889163
299453928,01/14/2025,19:06:00,BROOKLYN,OUTSIDE,81,0,STREET,25-44,F,BLACK,40.68034,-73.930039
307246929,05/29/2025,15:09:00,MANHATTAN,OUTSIDE,28,2,HOUSING,18-24,M,BLACK,40.798802,-73.949922
309605579,07/14/2025,14:30:00,MANHATTAN,OUTSIDE,32,2,HOUSING,25-44,F,BLACK,40.821238,-73.943094
306616572,05/18/2025,06:52:00,BRONX,OUTSIDE,47,0,STREET,25-44,F,BLACK,40.875245,-73.851062
307729377,06/07/2025,13:20:00,BROOKLYN,OUTSIDE,75,0,DWELLING,18-24,F,BLACK,40.668338,-73.880734
306651416,05/18/2025,18:45:00,BRONX,OUTSIDE,46,0,STREET,25-44,F,WHITE HISPANIC,40.860085,-73.89363
305163493,04/22/2025,17:40:00,QUEENS,OUTSIDE,104,0,STREET,18-24,M,WHITE HISPANIC,40.698596,-73.902085
312380154,09/04/2025,14:40:00,BROOKLYN,OUTSIDE,75,0,STREET,18-24,M,BLACK,40.67285815,-73.87130201
307645265,06/05/2025,21:52:00,BRONX,OUTSIDE,42,0,STREET,45-64,M,BLACK,40.82243119,-73.90945601
305036739,04/20/2025,06:35:00,BRONX,OUTSIDE,44,0,STREET,18-24,M,WHITE HISPANIC,0.0,0.0
308489204,06/22/2025,18:58:00,BROOKLYN,INSIDE,81,0,DWELLING,25-44,M,BLACK,40.68034,-73.930039
311757224,08/24/2025,01:03:00,BROOKLYN,OUTSIDE,88,2,HOUSING,25-44,M,BLACK,40.695822,-73.978914
313570970,09/28/2025,01:12:00,BRONX,OUTSIDE,43,0,COMMERCIAL,45-64,M,WHITE HISPANIC,40.832551,-73.864117
311757222,08/23/2025,19:27:00,BRONX,OUTSIDE,47,0,PLAYGROUND,25-44,M,BLACK,40.87413587,-73.84086067
298756519,01/01/2025,23:18:00,QUEENS,OUTSIDE,103,0,COMMERCIAL,18-24,F,BLACK,40.700318,-73.809959
313373627,09/23/2025,22:20:00,BRONX,INSIDE,41,0,DWELLING,25-44,M,BLACK,40.82182,-73.895872
311327863,08/17/2025,03:27:00,BROOKLYN,OUTSIDE,71,0,COMMERCIAL,25-44,M,BLACK,40.66759,-73.959087
313028799,09/16/2025,14:30:00,MANHATTAN,OUTSIDE,7,0,STREET,18-24,M,BLACK,40.713981,-73.987146
304579781,04/11/2025,01:14:00,BROOKLYN,OUTSIDE,83,0,STREET,25-44,M,BLACK,40.682954,-73.908578
302377352,03/10/2025,22:40:00,QUEENS,OUTSIDE,113,0,STREET,25-44,M,BLACK,40.6747607,-73.79883235
310871272,08/07/2025,22:30:00,BRONX,OUTSIDE,43,0,STREET,25-44,M,WHITE HISPANIC,40.829636,-73.87417
305764953,05/02/2025,23:09:00,BROOKLYN,OUTSIDE,79,0,STREET,18-24,M,BLACK,40.694727,-73.941829
313716449,09/30/2025,17:56:00,BRONX,OUTSIDE,48,0,STREET,25-44,F,BLACK,40.85777,-73.894607
303700019,03/26/2025,14:21:00,QUEENS,OUTSIDE,103,0,STREET,<18,M,BLACK,40.70418623,-73.78597948
305004828,04/19/2025,02:30:00,BROOKLYN,OUTSIDE,88,0,STREET,18-24,M,WHITE HISPANIC,40.695956,-73.965945
303772632,03/27/2025,21:09:00,BRONX,OUTSIDE,40,0,STREET,18-24,M,BLACK,40.810313,-73.919769
303132108,03/18/2025,23:00:00,BROOKLYN,OUTSIDE,70,0,STREET,25-44,M,BLACK,40.654446,-73.963015
312144301,08/31/2025,03:36:00,MANHATTAN,OUTSIDE,9,2,HOUSING,25-44,M,BLACK,40.722055,-73.975829
312241636,09/02/2025,02:00:00,BRONX,OUTSIDE,48,0,STREET,18-24,M,BLACK,40.853451,-73.891536
307682167,06/06/2025,23:07:00,BROOKLYN,OUTSIDE,73,0,STREET,18-24,M,BLACK HISPANIC,40.66562622,-73.920443
311877500,08/25/2025,21:08:00,BROOKLYN,OUTSIDE,61,0,STREET,45-64,M,BLACK,40.597121,-73.941251
306554262,05/16/2025,17:35:00,BROOKLYN,OUTSIDE,77,0,STREET,25-44,M,BLACK,40.672969,-73.933512
310352507,07/28/2025,05:58:00,BRONX,OUTSIDE,45,0,STREET,18-24,M,BLACK HISPANIC,40.816894,-73.838807
308096531,06/15/2025,04:45:00,BRONX,OUTSIDE,52,0,STREET,18-24,M,WHITE HISPANIC,40.885834,-73.877738
309409888,07/10/2025,13:46:00,BRONX,OUTSIDE,46,0,STREET,<18,F,WHITE HISPANIC,40.848328,-73.912481
311661208,08/22/2025,16:03:00,BRONX,OUTSIDE,45,0,STREET,<18,F,WHITE HISPANIC,40.84003243,-73.84453462
309605579,07/14/2025,14:30:00,MANHATTAN,OUTSIDE,32,2,HOUSING,25-44,F,BLACK,40.821238,-73.943094
304199342,04/04/2025,14:29:00,MANHATTAN,OUTSIDE,34,0,STREET,18-24,M,BLACK HISPANIC,40.86701515,-73.92310894
299382241,01/13/2025,21:15:00,MANHATTAN,OUTSIDE,30,0,STREET,25-44,M,BLACK HISPANIC,40.824207,-73.95208
313250415,09/20/2025,22:00:00,BRONX,OUTSIDE,49,0,STREET,18-24,M,BLACK HISPANIC,40.857432,-73.846573
305637547,04/30/2025,22:00:00,BROOKLYN,OUTSIDE,73,0,STREET,25-44,M,BLACK,40.656413,-73.912211
305764954,05/03/2025,02:22:00,BRONX,OUTSIDE,40,2,HOUSING,25-44,M,WHITE HISPANIC,40.816674,-73.905109
313635117,09/29/2025,04:17:00,QUEENS,OUTSIDE,102,0,STREET,18-24,M,BLACK,40.68995341,-73.82599315
299683365,01/18/2025,17:30:00,QUEENS,OUTSIDE,113,0,STREET,45-64,M,BLACK,40.70093491,-73.7511077
305637544,04/30/2025,19:45:00,BRONX,OUTSIDE,48,0,STREET,25-44,M,BLACK,40.839319,-73.880464
310352508,07/28/2025,20:50:00,BRONX,OUTSIDE,44,0,STREET,18-24,M,BLACK HISPANIC,40.824288,-73.926836
310352509,07/28/2025,05:00:00,BROOKLYN,INSIDE,83,0,DWELLING,25-44,M,WHITE HISPANIC,40.699422,-73.923459
312817515,09/12/2025,21:20:00,QUEENS,OUTSIDE,115,0,STREET,18-24,F,BLACK,40.761791,-73.873095
305034044,04/19/2025,22:19:00,BROOKLYN,OUTSIDE,67,0,COMMERCIAL,45-64,M,BLACK,40.640973,-73.929232
309492262,07/12/2025,09:53:00,BRONX,OUTSIDE,52,0,STREET,25-44,M,BLACK,40.8795,-73.872232
306214612,05/10/2025,16:18:00,QUEENS,OUTSIDE,113,2,HOUSING,18-24,M,BLACK,40.685325,-73.783631
311929407,08/26/2025,08:40:00,BROOKLYN,INSIDE,77,0,DWELLING,45-64,F,WHITE,40.67402,-73.964946
304361736,04/07/2025,15:40:00,BRONX,OUTSIDE,48,0,STREET,25-44,M,BLACK,40.84430647,-73.89329933
311757222,08/23/2025,19:27:00,BRONX,OUTSIDE,47,0,PLAYGROUND,25-44,M,BLACK,40.87413587,-73.84086067
310413300,07/29/2025,16:45:00,BROOKLYN,OUTSIDE,62,0,STREET,18-24,M,WHITE,40.593863,-73.997218
301609655,02/24/2025,16:49:00,BRONX,OUTSIDE,40,0,STREET,25-44,M,BLACK,40.821769,-73.911993
309666554,07/15/2025,21:52:00,BRONX,OUTSIDE,48,0,STREET,18-24,M,BLACK,40.85830398,-73.892778
300197278,01/28/2025,14:54:00,QUEENS,OUTSIDE,113,0,STREET,<18,M,BLACK,40.675902,-73.790958
310215605,07/25/2025,00:25:00,BRONX,OUTSIDE,44,0,STREET,25-44,F,BLACK,40.836266,-73.911328
312434897,09/05/2025,23:33:00,QUEENS,OUTSIDE,116,0,STREET,18-24,M,BLACK,40.674731,-73.736506
302377353,03/10/2025,17:25:00,BROOKLYN,INSIDE,77,2,HOUSING,18-24,M,BLACK,40.675081,-73.923638
305570692,04/29/2025,21:50:00,BRONX,OUTSIDE,47,0,STREET,<18,M,BLACK,40.88759525,-73.85719372
309874796,07/19/2025,17:45:00,BROOKLYN,OUTSIDE,75,0,STREET,25-44,M,BLACK HISPANIC,40.671549,-73.869526
299382241,01/13/2025,21:15:00,MANHATTAN,OUTSIDE,30,0,STREET,25-44,M,BLACK HISPANIC,40.824207,-73.95208
309611015,07/14/2025,12:55:00,BRONX,OUTSIDE,43,0,STREET,25-44,M,BLACK,40.830532,-73.867957
308717968,06/26/2025,22:40:00,BROOKLYN,OUTSIDE,69,0,STREET,25-44,M,BLACK,40.636975,-73.897943
308800535,06/28/2025,15:53:00,BRONX,OUTSIDE,44,0,STREET,25-44,M,WHITE HISPANIC,40.844776,-73.911317
311327863,08/17/2025,03:27:00,BROOKLYN,OUTSIDE,71,0,COMMERCIAL,25-44,M,BLACK,40.66759,-73.959087
311931930,08/26/2025,08:10:00,BRONX,OUTSIDE,46,0,STREET,25-44,M,BLACK,40.847626,-73.903654
306991088,05/24/2025,20:15:00,BRONX,OUTSIDE,41,0,STREET,25-44,M,WHITE HISPANIC,40.812432,-73.884504
310305118,07/27/2025,19:21:00,BRONX,OUTSIDE,43,0,STREET,18-24,M,BLACK,40.835211,-73.871029
298877583,01/03/2025,19:33:00,BROOKLYN,OUTSIDE,60,0,STREET,25-44,M,BLACK,40.575643,-73.99379
311327863,08/17/2025,03:27:00,BROOKLYN,OUTSIDE,71,0,COMMERCIAL,18-24,M,BLACK,40.66759,-73.959087
312764904,09/11/2025,23:53:00,BROOKLYN,OUTSIDE,79,2,HOUSING,18-24,F,BLACK,40.688215,-73.946331
299453927,01/14/2025,21:20:00,BROOKLYN,OUTSIDE,73,0,COMMERCIAL,25-44,M,BLACK,40.670038,-73.908428
309611016,07/14/2025,16:50:00,MANHATTAN,OUTSIDE,28,0,STREET,25-44,M,BLACK,40.805534,-73.947127
313028799,09/16/2025,14:30:00,MANHATTAN,OUTSIDE,7,0,STREET,18-24,M,BLACK,40.713981,-73.987146
305304921,04/24/2025,22:04:00,BROOKLYN,OUTSIDE,73,0,STREET,25-44,M,BLACK,40.679158,-73.911012
309560882,07/13/2025,21:35:00,BROOKLYN,OUTSIDE,77,0,HOUSING,18-24,M,BLACK,40.675616,-73.926657
310613386,08/02/2025,04:25:00,MANHATTAN,OUTSIDE,34,0,STREET,25-44,M,BLACK HISPANIC,40.867362,-73.922163
305182561,04/22/2025,21:45:00,BRONX,INSIDE,46,0,DWELLING,18-24,M,BLACK,40.849793,-73.908595
304641478,04/12/2025,12:57:00,BRONX,OUTSIDE,43,0,STREET,<18,M,BLACK HISPANIC,40.820954,-73.866223
301479775,02/21/2025,07:05:00,BROOKLYN,OUTSIDE,67,0,DWELLING,18-24,M,BLACK HISPANIC,40.655344,-73.951514
308594661,06/24/2025,04:20:00,BRONX,OUTSIDE,46,0,STREET,18-24,M,WHITE HISPANIC,40.852867,-73.920038
313328608,09/22/2025,08:20:00,QUEENS,OUTSIDE,105,0,STREET,<18,M,BLACK,40.696298,-73.74409
313506297,09/26/2025,03:59:00,MANHATTAN,OUTSIDE,34,0,STREET,25-44,M,BLACK HISPANIC,40.865311,-73.91968
310276532,07/26/2025,21:24:00,BRONX,OUTSIDE,42,0,HOUSING,25-44,M,WHITE HISPANIC,40.827795,-73.899003
310276536,07/26/2025,00:50:00,MANHATTAN,OUTSIDE,6,0,STREET,25-44,M,BLACK,40.728697,-73.998422
308455428,06/22/2025,05:35:00,BROOKLYN,OUTSIDE,73,0,STREET,25-44,M,BLACK,40.663054,-73.910972
301321141,02/14/2025,22:00:00,STATEN ISLAND,OUTSIDE,120,0,STREET,25-44,M,BLACK,40.616831,-74.102618
308895330,07/01/2025,01:35:00,STATEN ISLAND,OUTSIDE,120,0,STREET,25-44,M,BLACK,40.640055,-74.086121
312151472,08/31/2025,05:45:00,BRONX,OUTSIDE,47,0,STREET,18-24,M,WHITE HISPANIC,40.86848115,-73.83264872
310000252,07/21/2025,18:28:00,MANHATTAN,OUTSIDE,28,2,HOUSING,25-44,M,BLACK,40.80072072,-73.95063603
305266332,04/24/2025,03:25:00,BROOKLYN,INSIDE,70,0,DWELLING,25-44,M,BLACK,40.645351,-73.957374
304263629,04/05/2025,17:45:00,BRONX,OUTSIDE,46,0,STREET,18-24,M,BLACK HISPANIC,40.846216,-73.909699
312202110,09/01/2025,19:34:00,BRONX,OUTSIDE,49,0,STREET,25-44,M,BLACK,40.865427,-73.867866
309605579,07/14/2025,14:30:00,MANHATTAN,OUTSIDE,32,2,HOUSING,25-44,F,BLACK,40.821238,-73.943094
307680263,06/06/2025,16:15:00,BROOKLYN,OUTSIDE,77,0,STREET,18-24,M,BLACK,40.672144,-73.926631
305806355,05/04/2025,04:38:00,BROOKLYN,OUTSIDE,88,2,HOUSING,<18,M,BLACK,40.695076,-73.975117
305364225,04/25/2025,18:23:00,BROOKLYN,OUTSIDE,67,0,STREET,25-44,F,BLACK,40.651845,-73.929888
307645264,06/05/2025,21:55:00,BRONX,OUTSIDE,42,2,HOUSING,<18,M,BLACK HISPANIC,40.82432,-73.905328
299313254,01/12/2025,12:53:00,BROOKLYN,OUTSIDE,67,0,STREET,25-44,M,BLACK,40.652778,-73.930494
307882015,06/10/2025,20:13:00,QUEENS,OUTSIDE,113,0,STREET,25-44,M,BLACK,40.677006,-73.790809
312414243,09/05/2025,10:20:00,QUEENS,OUTSIDE,107,0,STREET,<18,M,WHITE HISPANIC,40.71261218,-73.79321722
306610276,05/17/2025,21:57:00,BROOKLYN,OUTSIDE,75,0,STREET,18-24,M,BLACK,40.65961,-73.890327
310966077,08/10/2025,00:52:00,BRONX,OUTSIDE,48,0,STREET,25-44,M,BLACK,40.842152,-73.885375
298949942,01/03/2025,17:30:00,BRONX,OUTSIDE,44,0,STREET,<18,M,BLACK,40.843722,-73.917502
312191853,09/01/2025,02:05:00,BROOKLYN,OUTSIDE,60,0,STREET,18-24,M,WHITE,40.582628,-73.986225
301080543,02/13/2025,01:10:00,BROOKLYN,OUTSIDE,67,0,STREET,25-44,M,BLACK,40.64664336,-73.92459172
301860130,02/28/2025,19:12:00,MANHATTAN,OUTSIDE,32,0,STREET,25-44,M,BLACK,40.82849931,-73.93778057
305163494,04/22/2025,22:27:00,MANHATTAN,OUTSIDE,28,0,STREET,45-64,F,BLACK,40.800413,-73.950866
305163492,04/22/2025,22:31:00,BRONX,OUTSIDE,40,0,STREET,25-44,M,WHITE HISPANIC,40.803995,-73.913394
312371510,09/04/2025,02:49:00,BRONX,OUTSIDE,43,0,PLAYGROUND,25-44,M,WHITE HISPANIC,40.83536418,-73.88201334
307819260,06/09/2025,20:17:00,BRONX,OUTSIDE,41,0,STREET,25-44,M,WHITE HISPANIC,40.815794,-73.885866
305252462,04/23/2025,16:54:00,BRONX,OUTSIDE,50,0,STREET,25-44,M,WHITE,40.868709,-73.900738
310231264,07/25/2025,19:48:00,MANHATTAN,OUTSIDE,26,0,STREET,25-44,M,BLACK,40.813775,-73.955984
305252462,04/23/2025,16:54:00,BRONX,OUTSIDE,50,0,STREET,25-44,M,WHITE,40.868709,-73.900738
306214613,05/10/2025,20:33:00,BRONX,OUTSIDE,40,0,STREET,25-44,M,BLACK,40.808777,-73.923131
310061971,07/22/2025,15:40:00,BRONX,OUTSIDE,47,0,STREET,25-44,M,BLACK,40.88418496,-73.83361818
311324884,08/16/2025,21:35:00,QUEENS,OUTSIDE,107,0,STREET,45-64,M,ASIAN / PACIFIC ISLANDER,40.709574,-73.8181
309605577,07/14/2025,19:50:00,QUEENS,OUTSIDE,103,2,HOUSING,18-24,M,BLACK,40.696179,-73.794634
305372450,04/26/2025,03:56:00,QUEENS,OUTSIDE,114,0,STREET,25-44,M,ASIAN / PACIFIC ISLANDER,40.76942832,-73.91023928
301942915,03/02/2025,20:38:00,MANHATTAN,OUTSIDE,23,2,HOUSING,18-24,M,BLACK,40.797017,-73.942803
300295604,01/30/2025,16:45:00,BROOKLYN,OUTSIDE,77,0,STREET,<18,M,BLACK,40.674162,-73.938939
309456641,07/11/2025,01:00:00,BROOKLYN,INSIDE,75,0,COMMERCIAL,45-64,M,BLACK,40.654826,-73.887815
310613390,08/03/2025,03:30:00,QUEENS,OUTSIDE,110,0,STREET,18-24,M,BLACK,40.759739,-73.841212
305034042,04/19/2025,22:14:00,BRONX,OUTSIDE,43,0,HOUSING,45-64,M,BLACK,40.81655,-73.867665
308455131,06/21/2025,09:30:00,BRONX,OUTSIDE,42,0,STREET,25-44,M,BLACK,40.83604,-73.883824
310357834,07/28/2025,18:28:00,MANHATTAN,INSIDE,18,0,COMMERCIAL,25-44,F,WHITE,40.758128,-73.973298
305163494,04/22/2025,22:27:00,MANHATTAN,OUTSIDE,28,0,STREET,18-24,M,BLACK,40.800413,-73.950866
311991746,08/27/2025,08:30:00,BRONX,OUTSIDE,44,0,STREET,45-64,M,BLACK,40.838114,-73.91024
298909832,01/04/2025,14:56:00,BRONX,OUTSIDE,48,0,STREET,25-44,F,BLACK,40.847483,-73.883357
310820656,08/06/2025,14:00:00,MANHATTAN,OUTSIDE,6,0,STREET,18-24,M,WHITE HISPANIC,40.729478,-74.010637
307066944,05/26/2025,22:57:00,BROOKLYN,OUTSIDE,73,0,STREET,25-44,M,BLACK,40.680837,-73.912703
307442124,06/02/2025,21:55:00,BROOKLYN,INSIDE,83,0,DWELLING,25-44,M,BLACK,40.691437,-73.915478
309359260,07/09/2025,20:08:00,BROOKLYN,OUTSIDE,81,0,STREET,25-44,M,BLACK,40.681412,-73.927258
305036739,04/20/2025,06:35:00,BRONX,OUTSIDE,44,0,STREET,25-44,M,WHITE HISPANIC,0.0,0.0
306613733,05/18/2025,03:54:00,QUEENS,OUTSIDE,110,0,STREET,18-24,F,BLACK,40.739229,-73.884526
310624849,08/03/2025,06:02:00,BROOKLYN,INSIDE,73,2,HOUSING,18-24,M,BLACK,40.664869,-73.904191
305252462,04/23/2025,16:54:00,BRONX,OUTSIDE,50,0,STREET,25-44,F,WHITE HISPANIC,40.868709,-73.900738
310357834,07/28/2025,18:28:00,MANHATTAN,INSIDE,18,0,COMMERCIAL,25-44,M,BLACK,40.758128,-73.973298
306153155,05/09/2025,15:36:00,BROOKLYN,OUTSIDE,60,0,STREET,25-44,M,BLACK,40.576955,-74.002693
298909833,01/04/2025,16:50:00,MANHATTAN,OUTSIDE,28,0,STREET,25-44,M,BLACK,40.802702,-73.95263
307442124,06/02/2025,21:55:00,BROOKLYN,INSIDE,83,0,DWELLING,25-44,M,BLACK,40.691437,-73.915478
307729596,06/08/2025,05:20:00,BRONX,INSIDE,42,2,HOUSING,<18,F,WHITE HISPANIC,40.821644,-73.906059
305570691,04/29/2025,22:03:00,BROOKLYN,OUTSIDE,79,0,HOUSING,25-44,M,BLACK,40.688215,-73.946331
309492261,07/12/2025,08:12:00,QUEENS,OUTSIDE,103,0,STREET,25-44,M,BLACK,40.689221,-73.798557
313716449,09/30/2025,17:56:00,BRONX,OUTSIDE,48,0,STREET,25-44,M,BLACK,40.85777,-73.894607
311113697,08/12/2025,19:26:00,BRONX,OUTSIDE,45,0,STREET,18-24,M,BLACK,40.876363,-73.82735
311327863,08/17/2025,03:27:00,BROOKLYN,OUTSIDE,71,0,COMMERCIAL,45-64,M,BLACK,40.66759,-73.959087
312520592,09/07/2025,19:55:00,QUEENS,OUTSIDE,113,0,STREET,25-44,M,BLACK,40.672712,-73.773677
310937083,08/09/2025,01:19:00,MANHATTAN,OUTSIDE,14,0,STREET,18-24,M,BLACK,40.75759,-73.98659
301256132,02/17/2025,18:20:00,BRONX,OUTSIDE,48,0,STREET,45-64,M,WHITE HISPANIC,40.854039,-73.884046
313226418,09/20/2025,00:54:00,BROOKLYN,OUTSIDE,61,2,HOUSING,25-44,F,BLACK,40.597121,-73.941251
308833788,06/29/2025,01:00:00,QUEENS,OUTSIDE,106,0,STREET,25-44,M,ASIAN / PACIFIC ISLANDER,40.6738,-73.838858
